Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C55mm.jpg","478-KGM05AR71C104KHTR-ND,478-KGM05AR71C104KHCT-ND,478-KGM05AR71C104KHDKR-ND","KGM05AR71C104KH","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 16V X7R 0402","1,363,378","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C55mm.jpg","478-KGM05AR71C104JHTR-ND,478-KGM05AR71C104JHCT-ND,478-KGM05AR71C104JHDKR-ND","KGM05AR71C104JH","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 16V X7R 0402","14,170","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±5%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/LD-Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C56mm.jpg","478-5791-2-ND,478-5791-1-ND,478-5791-6-ND","LD02YC103KAB2A","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 16V X7R 0402","23,780","0.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","LD","Active","10000 pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.56mm)","-","-"
"https://rfs.kyocera-avx.com/userFiles/uploads/pdfs/520l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/1284_0402%20%281005%20Metric%29.jpg","1284-1540-2-ND,1284-1540-1-ND,1284-1540-6-ND","520L103KT16T","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 16V X7R 0402","52,401","1.02","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 520L","Active","10000 pF","±10%","16V","X7R","-55°C ~ 125°C","High Q, Low Loss","-","Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"https://rfs.kyocera-avx.com/userFiles/uploads/pdfs/530l.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2130/MFG_530L104KT16T.JPG","1284-1591-2-ND,1284-1591-1-ND,1284-1591-6-ND","530L104KT16T","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 16V X7R 0402","79,558","1.17","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 530L","Active","0.1 µF","±10%","16V","X7R","-55°C ~ 125°C","-","-","SMPS Filtering","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.61mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C56mm.jpg","478-KGM05AR71C103KHTR-ND,478-KGM05AR71C103KHCT-ND,478-KGM05AR71C103KHDKR-ND","KGM05AR71C103KH","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 16V X7R 0402","1,452,411","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C55mm.jpg","478-KGM05AR71C103KNTR-ND,478-KGM05AR71C103KNCT-ND,478-KGM05AR71C103KNDKR-ND","KGM05AR71C103KN","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 16V X7R 0402","658,992","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-(1005-Metric)-0,56mm.jpg","478-KGM05AR71C224KHTR-ND,478-KGM05AR71C224KHCT-ND,478-KGM05AR71C224KHDKR-ND","KGM05AR71C224KH","KYOCERA AVX","KYOCERA AVX","CAP CER 0.22UF 16V X7R 0402","323,663","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.22 µF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C55mm.jpg","478-KGM05AR71C104MHTR-ND,478-KGM05AR71C104MHCT-ND,478-KGM05AR71C104MHDKR-ND","KGM05AR71C104MH","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 16V X7R 0402","224,548","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±20%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/478_0402-%281005-Metric%29-0%2C56mm.jpg","478-KGM05AR71C103JHTR-ND,478-KGM05AR71C103JHCT-ND,478-KGM05AR71C103JHDKR-ND","KGM05AR71C103JH","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 16V X7R 0402","114,938","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±5%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
