Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15BR71H104KTTR-ND,478-KGM15BR71H104KTCT-ND,478-KGM15BR71H104KTDKR-ND","KGM15BR71H104KT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","2,386,188","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.95mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H103KTTR-ND,478-KGM15AR71H103KTCT-ND,478-KGM15AR71H103KTDKR-ND","KGM15AR71H103KT","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0603","1,473,660","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGF15AR71H104KTTR-ND,478-KGF15AR71H104KTCT-ND,478-KGF15AR71H104KTDKR-ND","06035C104KAZ2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","732,677","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FLEXITERM®","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H102KTTR-ND,478-KGM15AR71H102KTCT-ND,478-KGM15AR71H102KTDKR-ND","KGM15AR71H102KT","KYOCERA AVX","KYOCERA AVX","CAP CER 1000PF 50V X7R 0603","282,191","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","1000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KAM15AR71H104KTTR-ND,478-KAM15AR71H104KTCT-ND,478-KAM15AR71H104KTDKR-ND","06035C104K4T2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","142,854","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6450/06035C104K4Z4A-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KAF15AR71H104KMTR-ND,478-KAF15AR71H104KMCT-ND,478-KAF15AR71H104KMDKR-ND","06035C104K4Z4A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","250,598","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FLEXITERM®","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://www.bourns.com/docs/product-datasheets/gdt35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/771/0603-%281608-Metric%29-0%2C94mm.jpg","478-KAF15AR71H104KTTR-ND,478-KAF15AR71H104KTCT-ND,478-KAF15AR71H104KTDKR-ND","06035C104K4Z2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","50,875","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FLEXITERM®","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.94mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15BR71H104JTTR-ND,478-KGM15BR71H104JTCT-ND,478-KGM15BR71H104JTDKR-ND","KGM15BR71H104JT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","1,076,490","0.34","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.95mm)","-","-"
"https://datasheets.kyocera-avx.com/X7RDielectric.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-06035C474KAT2ATR-ND,478-06035C474KAT2ACT-ND,478-06035C474KAT2ADKR-ND","06035C474KAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.47UF 50V X7R 0603","11,144","0.56","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","0.47 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.94mm)","-","-"
"https://datasheets.kyocera-avx.com/LD-Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-5794-2-ND,478-5794-1-ND,478-5794-6-ND","LD035C104KAB2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","38,060","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","LD","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/X7RDielectric.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4846/478_0603-%281608-Metric%29-0%2C50mm.jpg","478-10073-2-ND,478-10073-1-ND,478-10073-6-ND","06035C105KAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER 1UF 50V X7R 0603","105,333","0.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.040"" (1.02mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H103KMTR-ND,478-KGM15AR71H103KMCT-ND,478-KGM15AR71H103KMDKR-ND","KGM15AR71H103KM","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0603","2,387,652","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15BR71H104KMTR-ND,478-KGM15BR71H104KMCT-ND,478-KGM15BR71H104KMDKR-ND","KGM15BR71H104KM","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","713,980","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.95mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H103JTTR-ND,478-KGM15AR71H103JTCT-ND,478-KGM15AR71H103JTDKR-ND","KGM15AR71H103JT","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0603","535,155","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H222KTTR-ND,478-KGM15AR71H222KTCT-ND,478-KGM15AR71H222KTDKR-ND","KGM15AR71H222KT","KYOCERA AVX","KYOCERA AVX","CAP CER 2200PF 50V X7R 0603","436,597","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","2200 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KAM15AR71H223KTTR-ND,478-KAM15AR71H223KTCT-ND,478-KAM15AR71H223KTDKR-ND","KAM15AR71H223KT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.022UF 50V X7R 0603","407,116","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","0.022 µF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H471KTTR-ND,478-KGM15AR71H471KTCT-ND,478-KGM15AR71H471KTDKR-ND","KGM15AR71H471KT","KYOCERA AVX","KYOCERA AVX","CAP CER 470PF 50V X7R 0603","239,215","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","470 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H103MTTR-ND,478-KGM15AR71H103MTCT-ND,478-KGM15AR71H103MTDKR-ND","KGM15AR71H103MT","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0603","206,670","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H151JTTR-ND,478-KGM15AR71H151JTCT-ND,478-KGM15AR71H151JTDKR-ND","KGM15AR71H151JT","KYOCERA AVX","KYOCERA AVX","CAP CER 150PF 50V X7R 0603","149,782","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","150 pF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/X7RDielectric.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-6204-2-ND,478-6204-1-ND,478-6204-6-ND","06035C220JAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER 22PF 50V X7R 0603","138,835","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","22 pF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H101KTTR-ND,478-KGM15AR71H101KTCT-ND,478-KGM15AR71H101KTDKR-ND","KGM15AR71H101KT","KYOCERA AVX","KYOCERA AVX","CAP CER 100PF 50V X7R 0603","137,992","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","100 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H223KTTR-ND,478-KGM15AR71H223KTCT-ND,478-KGM15AR71H223KTDKR-ND","KGM15AR71H223KT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.022UF 50V X7R 0603","130,719","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.022 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H102KMTR-ND,478-KGM15AR71H102KMCT-ND,478-KGM15AR71H102KMDKR-ND","KGM15AR71H102KM","KYOCERA AVX","KYOCERA AVX","CAP CER 1000PF 50V X7R 0603","118,380","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","1000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://www.bourns.com/docs/product-datasheets/gdt35.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-06035C331K4T2ATR-ND,478-06035C331K4T2ACT-ND,478-06035C331K4T2ADKR-ND","06035C331K4T2A","KYOCERA AVX","KYOCERA AVX","CAP CER 330PF 50V X7R 0603","115,902","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","330 pF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KAM15AR71H104KMTR-ND,478-KAM15AR71H104KMCT-ND,478-KAM15AR71H104KMDKR-ND","06035C104K4T4A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0603","107,137","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15AR71H101KMTR-ND,478-KGM15AR71H101KMCT-ND,478-KGM15AR71H101KMDKR-ND","KGM15AR71H101KM","KYOCERA AVX","KYOCERA AVX","CAP CER 100PF 50V X7R 0603","99,091","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","100 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KAM15AR71H332KTTR-ND,478-KAM15AR71H332KTCT-ND,478-KAM15AR71H332KTDKR-ND","06035C332K4T2A","KYOCERA AVX","KYOCERA AVX","CAP CER 3300PF 50V X7R 0603","98,158","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","3300 pF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.90mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0603-%281608-Metric%29-0%2C90mm.jpg","478-KGM15BR71H393KTTR-ND,478-KGM15BR71H393KTCT-ND,478-KGM15BR71H393KTDKR-ND","KGM15BR71H393KT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.039UF 50V X7R 0603","95,936","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.039 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.037"" (0.95mm)","-","-"
