Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H104KTTR-ND,478-KGM21NR71H104KTCT-ND,478-KGM21NR71H104KTDKR-ND","KGM21NR71H104KT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0805","1,193,362","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H103KTTR-ND,478-KGM21NR71H103KTCT-ND,478-KGM21NR71H103KTDKR-ND","KGM21NR71H103KT","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0805","57,241","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/FlexitermMLCC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KAF21BR71H104KTTR-ND,478-KAF21BR71H104KTCT-ND,478-KAF21BR71H104KTDKR-ND","08055C104K4Z2A","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0805","634,494","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FLEXITERM®","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.037"" (0.94mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H104JTTR-ND,478-KGM21NR71H104JTCT-ND,478-KGM21NR71H104JTDKR-ND","KGM21NR71H104JT","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0805","323,359","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H104KMTR-ND,478-KGM21NR71H104KMCT-ND,478-KGM21NR71H104KMDKR-ND","KGM21NR71H104KM","KYOCERA AVX","KYOCERA AVX","CAP CER 0.1UF 50V X7R 0805","285,994","0.17","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/478_0805-%282012-Metric%29-1%2C40mm.jpg","478-KAM21KR71H105KUTR-ND,478-KAM21KR71H105KUCT-ND,478-KAM21KR71H105KUDKR-ND","08055C105K4T2A","KYOCERA AVX","KYOCERA AVX","CAP CER 1UF 50V X7R 0805","117,700","0.22","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.055"" (1.40mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/896/0805-%282012-Metric%29-1%2C52mm.jpg","478-KGM21AR71H225KUTR-ND,478-KGM21AR71H225KUCT-ND,478-KGM21AR71H225KUDKR-ND","08055C225KAT2A","KYOCERA AVX","KYOCERA AVX","CAP CER 2.2UF 50V X7R 0805","30,725","1.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","2.2 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H103KMTR-ND,478-KGM21NR71H103KMCT-ND,478-KGM21NR71H103KMDKR-ND","KGM21NR71H103KM","KYOCERA AVX","KYOCERA AVX","CAP CER 10000PF 50V X7R 0805","527,237","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/KGM_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KGM21NR71H102KTTR-ND,478-KGM21NR71H102KTCT-ND,478-KGM21NR71H102KTDKR-ND","KGM21NR71H102KT","KYOCERA AVX","KYOCERA AVX","CAP CER 1000PF 50V X7R 0805","174,782","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","KGM - X7R","Active","1000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"https://datasheets.kyocera-avx.com/AutoMLCCKAM.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/0805-%282012-Metric%29-0%2C94mm.jpg","478-KAM21BR71H472KMTR-ND,478-KAM21BR71H472KMCT-ND,478-KAM21BR71H472KMDKR-ND","08055C472K4T4A","KYOCERA AVX","KYOCERA AVX","CAP CER 4700PF 50V X7R 0805","116,945","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","4700 pF","±10%","50V","X7R","-55°C ~ 125°C","-","AEC-Q200","Automotive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","-","0.037"" (0.94mm)","-","-"
